2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,POLICE,Public Protection:POLICE,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,1507813
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,2717000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,ASIAN ART MUSEUM,Culture and Recreation:ASIAN ART MUSEUM,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,903984
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,13689505
2010,General Funds,General,General Funds:General,Administration and Finance,CITY ATTORNEY,Administration and Finance:CITY ATTORNEY,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,8952451
2010,General Funds,General,General Funds:General,Public Protection,PUBLIC DEFENDER,Public Protection:PUBLIC DEFENDER,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,9034
2010,General Funds,General,General Funds:General,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,325627
2010,General Funds,General,General Funds:General,Administration and Finance,ELECTIONS,Administration and Finance:ELECTIONS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,729013
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MUNICIPAL TRANSPORTATION AGENCY,Public Works:MUNICIPAL TRANSPORTATION AGENCY,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,102907195
2010,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,-24450000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN AND FAMILIES COMMISSION,Human Welfare:CHILDREN AND FAMILIES COMMISSION,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,402000
2010,General Funds,General,General Funds:General,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1269601
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1515109
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,709800
2010,General Funds,General,General Funds:General,Culture and Recreation,ASIAN ART MUSEUM,Culture and Recreation:ASIAN ART MUSEUM,Revenue,OTHER LOCAL TAXES,Revenue:OTHER LOCAL TAXES,2229000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,DEPARTMENT OF EMERGENCY MANAGEMENT,Public Protection:DEPARTMENT OF EMERGENCY MANAGEMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,20250
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,POLICE,Public Protection:POLICE,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,2135514
2010,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,OVERHEAD,Expense:OVERHEAD,683470
2010,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,4870086
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,8561802
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,RETIREMENT SYSTEM,Administration and Finance:RETIREMENT SYSTEM,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,44013
2010,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,4150478
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN RIGHTS COMMISSION,Human Welfare:HUMAN RIGHTS COMMISSION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,19533
2010,General Funds,General,General Funds:General,Administration and Finance,CONTROLLER,Administration and Finance:CONTROLLER,Expense,SALARIES,Expense:SALARIES,17792352
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,10000
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,3792262
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,571312
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,1102309
2010,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,262958
2010,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,SALARIES,Expense:SALARIES,195950702
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,22140266
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,ALLOCATED CHARGES,Expense:ALLOCATED CHARGES,1132084
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,1295800
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,159700
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILD SUPPORT SERVICES,Human Welfare:CHILD SUPPORT SERVICES,Expense,SALARIES,Expense:SALARIES,8007922
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,119137
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,HETCH HETCHY,Public Works:HETCH HETCHY,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,4865000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,ARTS COMMISSION,Culture and Recreation:ARTS COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,49050
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,4911619
2010,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,12515899
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,800000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,236000
2010,General Funds,General,General Funds:General,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,151151
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WATER DEPARTMENT,Public Works:WATER DEPARTMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,11998038
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,0
2010,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,3041035
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,15132746
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Culture and Recreation,WAR MEMORIAL,Culture and Recreation:WAR MEMORIAL,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,15000000
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,22151254
2010,General Funds,General,General Funds:General,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,631578
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,355000
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PUBLIC UTILITIES COMMISSION,Public Works:PUBLIC UTILITIES COMMISSION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,2432174
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILD SUPPORT SERVICES,Human Welfare:CHILD SUPPORT SERVICES,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,1192189
2010,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,3018307
2010,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,3288636
2010,General Funds,General,General Funds:General,Culture and Recreation,ARTS COMMISSION,Culture and Recreation:ARTS COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,379433
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN RIGHTS COMMISSION,Human Welfare:HUMAN RIGHTS COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,726610
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,20501
2010,General Funds,General,General Funds:General,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,7560837
2010,General Funds,General,General Funds:General,Administration and Finance,HEALTH SERVICE SYSTEM,Administration and Finance:HEALTH SERVICE SYSTEM,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,6067582
2010,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,43885613
2010,General Funds,General,General Funds:General,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,3264719
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,7500000
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,43514000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,ARTS COMMISSION,Culture and Recreation:ARTS COMMISSION,Revenue,LICENSES; PERMITS & FRANCHISES,Revenue:LICENSES; PERMITS & FRANCHISES,262313
2010,General Funds,General,General Funds:General,Administration and Finance,ELECTIONS,Administration and Finance:ELECTIONS,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,4907895
2010,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,497284
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,22950716
2010,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,8834023
2010,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,2738904
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,76909
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,70905963
2010,General Funds,General,General Funds:General,Administration and Finance,BOARD OF SUPERVISORS,Administration and Finance:BOARD OF SUPERVISORS,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,220551
2010,General Funds,General,General Funds:General,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,10983499
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,6208100
2010,General Funds,General,General Funds:General,Public Works,BOARD OF APPEALS,Public Works:BOARD OF APPEALS,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,9398
2010,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,7607
2010,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,10259088
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,1245579
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,10194134
2010,General Funds,General,General Funds:General,Public Protection,SHERIFF,Public Protection:SHERIFF,Expense,SALARIES,Expense:SALARIES,89078220
2010,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,8585619
2010,General Funds,General,General Funds:General,Administration and Finance,ELECTIONS,Administration and Finance:ELECTIONS,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,124400
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,2710489
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,2717000
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,51139558
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,118365012
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,132727
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,121590
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WATER DEPARTMENT,Public Works:WATER DEPARTMENT,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,8124000
2010,General Funds,General,General Funds:General,Public Protection,DEPARTMENT OF EMERGENCY MANAGEMENT,Public Protection:DEPARTMENT OF EMERGENCY MANAGEMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,134706
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,POLICE,Public Protection:POLICE,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,293204
2010,General Funds,General,General Funds:General,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,19154378
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,233984
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PUBLIC UTILITIES COMMISSION,Public Works:PUBLIC UTILITIES COMMISSION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,17861372
2010,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,28469000
2010,General Funds,General,General Funds:General,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,SALARIES,Expense:SALARIES,393858
2010,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,31917000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,DEPARTMENT OF BUILDING INSPECTION,Public Works:DEPARTMENT OF BUILDING INSPECTION,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,2002270
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,42251729
2010,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,70690971
2010,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,14289286
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,3820906
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,669517
2010,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,146044
2010,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,17535067
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MUNICIPAL TRANSPORTATION AGENCY,Public Works:MUNICIPAL TRANSPORTATION AGENCY,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,57999945
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,796845
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,100000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,FINE ARTS MUSEUM,Culture and Recreation:FINE ARTS MUSEUM,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,3516662
2010,General Funds,General,General Funds:General,Administration and Finance,BOARD OF SUPERVISORS,Administration and Finance:BOARD OF SUPERVISORS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1998389
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILD SUPPORT SERVICES,Human Welfare:CHILD SUPPORT SERVICES,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,6500
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,66297923
